division,school,nickname,logo
FBS,San Diego State,Aztecs,https://s3.amazonaws.com/footballpedia/logo/Division+1/San_Diego_State_Aztecs.png
FBS,San Jose State,Spartans,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/San_Jose_State_Spartans_logo.svg/1024px-San_Jose_State_Spartans_logo.svg.png
FBS,Utah State,Aggies,https://footballpedia.s3.amazonaws.com/logo/Division+1/Utah_State_Aggies.png
FBS,Wyoming,Cowboys,https://footballpedia.s3.amazonaws.com/logo/Division+1/Wyoming_Cowboys.png
D3,Beloit,Buccaneers,https://pbs.twimg.com/profile_images/900192006156279810/ZIHNTUMm_400x400.jpg
D3,Chicago,Maroons,https://footballpedia.s3.amazonaws.com/logo/Division+3/Chicago_Maroons.png
D3,Cornell College,Rams,https://pbs.twimg.com/profile_images/875951948683505667/Xr4Zz30s_400x400.jpg
D3,Grinnell,Pioneers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Grinnell_Pioneers.jpg
D3,Illinois College,Blueboys,https://pbs.twimg.com/profile_images/1134081740966977543/gZ5NqPQz_400x400.png
D3,Knox,Prairie Fire,https://footballpedia.s3.amazonaws.com/logo/Division+3/Knox_Prairie_Fire.jpg
D3,Lake Forest,Foresters,https://footballpedia.s3.amazonaws.com/logo/Division+3/Lake_Forest_Foresters.png
D3,Lawrence,Vikings,https://footballpedia.s3.amazonaws.com/logo/Division+3/Lawrence_Vikings.jpg
D3,Macalester,Scots,https://footballpedia.s3.amazonaws.com/logo/Division+3/Macalester_Scots.png
D3,Monmouth (IL),Fighting Scots,https://pbs.twimg.com/profile_images/893514736557375488/kRXFvdMo_400x400.jpg
D3,Ripon,Red Hawks,https://pbs.twimg.com/profile_images/1142505167885127680/HNZ2sw-j_400x400.png
D3,St. Norbert,Green Knights,https://footballpedia.s3.amazonaws.com/logo/Division+3/St._Norbert_Green_Knights.jpg
D3,Aurora,Spartans,https://footballpedia.s3.amazonaws.com/logo/Division+3/Aurora_Spartans.png
D3,Benedictine (IL),Eagles,https://pbs.twimg.com/profile_images/901166461804269569/9zuAN_UE_400x400.jpg
D3,Concordia (WI),Falcons,https://pbs.twimg.com/profile_images/1128421323439525888/e0jIQYF6_400x400.png
D3,Concordia Chicago,Cougars,https://pbs.twimg.com/profile_images/1048351752268009472/mhpaPu9J_400x400.jpg
D3,Eureka,Red Devils,https://footballpedia.s3.amazonaws.com/logo/Division+3/Eureka_Red_Devils.png
D3,Lakeland,Muskies,https://footballpedia.s3.amazonaws.com/logo/Division+3/Lakeland_Muskies.png
D3,Rockford,Regents,https://footballpedia.s3.amazonaws.com/logo/Division+3/Rockford_Regents.png
D3,Wisconsin Lutheran,Warriors,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wisconsin_Lutheran_Warriors.jpg
D3,Allegheny,Gators,https://pbs.twimg.com/profile_images/877893260915683329/7-ycTX_v_400x400.jpg
D3,Denison,Big Red,https://footballpedia.s3.amazonaws.com/logo/Division+3/Denison_Big_Red.png
D3,DePauw,Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+3/DePauw_Tigers.png
D3,Hiram,Terriers,https://cdn.prestosports.com/action/cdn/logos/rpi/281/mbkb.png
D3,Kenyon,Lords,https://footballpedia.s3.amazonaws.com/logo/Division+3/Kenyon_Lords.png
D3,Oberlin,Yeomen,https://footballpedia.s3.amazonaws.com/logo/Division+3/Oberlin_Yeomen.jpg
D3,Ohio Wesleyan,Battling Bishops,https://pbs.twimg.com/profile_images/1180199324/BishopHead_400x400.png
D3,Wabash,Little Giants,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wabash_Little_Giants.jpg
D3,Wittenberg,Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wittenberg_Tigers.png
D3,Wooster,Fighting Scots,https://footballpedia.s3.amazonaws.com/logo/Division+3/Wooster_Fighting_Scots.png
D2,American International,Yellow Jackets,https://footballpedia.s3.amazonaws.com/logo/Division+2/American_International_Yellow_Jackets.png
D2,Assumption,Greyhounds,https://pbs.twimg.com/profile_images/1146773904352002048/I98bjBHd_400x400.jpg
D2,Bentley,Falcons,https://footballpedia.s3.amazonaws.com/logo/Division+2/Bentley_Falcons.png
D2,LIU Post,Pioneers,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/LIU_Post_Pioneers_logo.svg/250px-LIU_Post_Pioneers_logo.svg.png
D2,Merrimack,Warriors,https://footballpedia.s3.amazonaws.com/logo/Division+2/Merrimack_Warriors.png
D2,New Haven,Chargers,https://pbs.twimg.com/profile_images/805883221275643907/vWqUarKE_400x400.jpg
D2,Pace,Setters,https://footballpedia.s3.amazonaws.com/logo/Division+2/Pace_Setters.png
D2,Saint Anselm,Hawks,https://pbs.twimg.com/profile_images/998885574349017090/LMQ-5XA0_400x400.jpg
D2,Southern Connecticut,Fighting Owls,https://footballpedia.s3.amazonaws.com/logo/Division+2/Southern_Connecticut_Fighting_Owls.png
D2,Stonehill,Skyhawks,https://footballpedia.s3.amazonaws.com/logo/Division+2/Stonehill_Skyhawks.png
FCS,Bryant,Bulldogs,https://upload.wikimedia.org/wikipedia/en/thumb/c/ca/Bryant_Bulldogs_logo.svg/1280px-Bryant_Bulldogs_logo.svg.png
FCS,Central Connecticut,Blue Devils,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Central_Connecticut_Blue_Devils_logo.svg/1024px-Central_Connecticut_Blue_Devils_logo.svg.png
FCS,Duquesne,Dukes,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Duquesne_Dukes_logo.svg/800px-Duquesne_Dukes_logo.svg.png
FCS,Robert Morris,Colonials,https://upload.wikimedia.org/wikipedia/en/thumb/a/af/Robert_Morris_Colonials_logo.svg/800px-Robert_Morris_Colonials_logo.svg.png
FCS,Sacred Heart,Pioneers,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Sacred_Heart_Pioneers_logo.svg/1024px-Sacred_Heart_Pioneers_logo.svg.png
FCS,Saint Francis (PA),Red Flash,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Saint_Francis_Red_Flash_logo.svg/1024px-Saint_Francis_Red_Flash_logo.svg.png
FCS,Wagner,Seahawks,https://upload.wikimedia.org/wikipedia/en/thumb/6/63/Wagner_Seahawks_logo.svg/1920px-Wagner_Seahawks_logo.svg.png
D3,Amherst,Mammoths,https://footballpedia.s3.amazonaws.com/logo/Division+3/Amherst_Mammoths.png
D3,Bates,Bobcats,https://footballpedia.s3.amazonaws.com/logo/Division+3/Bates_Bobcats.jpg
D3,Bowdoin,Polar Bears,https://footballpedia.s3.amazonaws.com/logo/Division+3/Bowdoin_Polar_Bears.jpg
D3,Colby,White Mules,https://footballpedia.s3.amazonaws.com/logo/Division+3/Colby_White_Mules.jpg
D3,Hamilton,Continentals,https://footballpedia.s3.amazonaws.com/logo/Division+3/Hamilton_Continentals.png
D3,Middlebury,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Middlebury_Panthers.png
D3,Trinity (CT),Bantams,https://s3-us-west-2.amazonaws.com/scorestream-team-profile-pictures/274983/20190414222823_771_mascot300.png
D3,Tufts,Jumbos,https://pbs.twimg.com/profile_images/736687618793046016/qrPZvFx4_400x400.jpg
D3,Wesleyan (CT),Cardinals,https://s.hdnux.com/photos/01/05/20/31/18155083/3/480x480.jpg
D3,Williams,Ephs,https://pbs.twimg.com/profile_images/1068168292936949761/kgiYPJAf_400x400.jpg
D3,Catholic,Cardinals,https://footballpedia.s3.amazonaws.com/logo/Division+3/Catholic_Cardinals.jpg
D3,Coast Guard,Bears,https://footballpedia.s3.amazonaws.com/logo/Division+3/Coast_Guard_Bears.jpg
D3,Maine Maritime,Mariners,https://footballpedia.s3.amazonaws.com/logo/Division+3/Maine_Maritime_Mariners.jpg
D3,Merchant Marine,Mariners,https://footballpedia.s3.amazonaws.com/logo/Division+3/Merchant_Marine_Mariners.png
D3,MIT,Engineers,https://footballpedia.s3.amazonaws.com/logo/Division+3/MIT_Engineers.png
D3,Norwich,Cadets,https://pbs.twimg.com/profile_images/461176974392586240/hMO6vOrg_400x400.jpeg
D3,Springfield College,Pride,https://pbs.twimg.com/profile_images/643083989847306240/QnWF9fk0_400x400.jpg
D3,WPI,Engineers,https://pbs.twimg.com/profile_images/912680022716141568/CMxu3qjG_400x400.jpg
D3,Christopher Newport,Captains,https://footballpedia.s3.amazonaws.com/logo/Division+3/Christopher_Newport_Captains.png
D3,Frostburg State,Bobcats,https://footballpedia.s3.amazonaws.com/logo/Division+3/Frostburg_State_Bobcats.jpg
D3,Kean,Cougars,https://footballpedia.s3.amazonaws.com/logo/Division+3/Kean_Cougars.jpg
D3,Monclair State,Red Hawks,https://pbs.twimg.com/profile_images/1112766103967723522/WdybBwyp_400x400.jpg
D3,Rowan,Profs,https://footballpedia.s3.amazonaws.com/logo/Division+3/Rowan_Profs.png
D3,Salisbury,Seagulls,https://footballpedia.s3.amazonaws.com/logo/Division+3/Salisbury_Seagulls.jpg
D3,Southern Virginia,Knights,https://footballpedia.s3.amazonaws.com/logo/Division+3/Southern_Virginia_Knights.jpg
D3,TCNJ,Lions,https://pbs.twimg.com/profile_images/891164641551941632/YMKkIwVC_400x400.jpg
D3,Wesley,Wolverines,http://www.mileswashburn.com/wp-content/uploads/2012/07/ch4rjs5gfhv4o7xz.jpg
D3,William Paterson,Pioneers,https://footballpedia.s3.amazonaws.com/logo/Division+3/William_Paterson_Pioneers.jpg
NAIA,Allen,Yellow Jackets,http://d21gd0ap5v1ndt.cloudfront.net/web03/allenu/images_web/headerLogo.png
NAIA,Lawrence Tech,Blue Devils,https://footballpedia.s3.amazonaws.com/logo/NAIA/Lawrence_Tech_Blue_Devils.png
NAIA,Dakota State,Trojans,https://footballpedia.s3.amazonaws.com/logo/NAIA/Dakota_State_Trojans.png
NAIA,Dickinson State,Blue Hawks,https://pbs.twimg.com/profile_images/928066195596763137/3A8e7Utw_400x400.jpg
NAIA,Mayville State,Comets,https://pbs.twimg.com/profile_images/664817128457940992/DXUS1m7b_400x400.jpg
NAIA,Presentation,Saints,https://footballpedia.s3.amazonaws.com/logo/NAIA/Presentation_Saints.jpg
NAIA,Valley City State,Vikings,https://footballpedia.s3.amazonaws.com/logo/NAIA/Valley_City_State_Vikings.jpg
NAIA,Waldorf,Warriors,https://pbs.twimg.com/profile_images/966757592084111360/exOCWwxD_400x400.jpg
D2,Augustana (SD),Vikings,https://pbs.twimg.com/profile_images/879739859505524737/s4urf2Dd_400x400.jpg
D2,Bemidji State,Beavers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Bemidji_State_Beavers.png
D2,Concordia (MN),Golden Bears,https://pbs.twimg.com/profile_images/976088632556535808/NJ2uBd4K_400x400.jpg
D2,Mary,Marauders,https://footballpedia.s3.amazonaws.com/logo/Division+2/Mary_Marauders.png
D2,Minnesota Duluth,Bulldogs,https://pbs.twimg.com/profile_images/1118516388170219522/n9B1jKl5_400x400.png
D2,Minnesota State Mankato,Mavericks,https://pbs.twimg.com/profile_images/1067160097640595458/xA1s2Gom_400x400.jpg
D2,Minnesota-Crookston,Eagles,https://pbs.twimg.com/profile_images/881909174665232384/RnVeR0nZ_400x400.jpg
D2,Minot State,Beavers,https://pbs.twimg.com/profile_images/928838523016433664/bPub-jVS_400x400.jpg
D2,Moorhead State,Dragons,https://pbs.twimg.com/profile_images/1108121089165660160/-ajxzBLz_400x400.png
D2,Northern State,Wolves,https://footballpedia.s3.amazonaws.com/logo/Division+2/Northern_State_Wolves.png
D2,Sioux Falls,Cougars,https://footballpedia.s3.amazonaws.com/logo/Division+2/Sioux_Falls_Cougars.png
D2,Southwest Minnesota State,Mustangs,https://pbs.twimg.com/profile_images/960981088922406912/R7AhqP3X_400x400.jpg
D2,St. Cloud State,Huskies,https://footballpedia.s3.amazonaws.com/logo/Division+2/St._Cloud_State_Huskies.png
D2,Upper Iowa,Peacocks,https://pbs.twimg.com/profile_images/1118191410111553536/bCzfj9ep_400x400.jpg
D2,Wayne State (NE),Wildcats,https://pbs.twimg.com/profile_images/1491905106/Athletics_Profile_400x400.png
D2,Winona State,Warriors,https://footballpedia.s3.amazonaws.com/logo/Division+2/Winona_State_Warriors.png
D3,George Fox,Bruins,https://footballpedia.s3.amazonaws.com/logo/Division+3/George_Fox_Bruins.png
D3,Lewis & Clark,Pioneers,https://pbs.twimg.com/profile_images/1047500326402551809/b90f5JQm_400x400.jpg
D3,Linfield,Wildcats,https://footballpedia.s3.amazonaws.com/logo/Division+3/Linfield_Wildcats.png
D3,Pacific (OR),Boxers,https://pbs.twimg.com/profile_images/916045269115953152/n1ygLlLx_400x400.jpg
D3,Pacific Lutheran,Lutes,https://pbs.twimg.com/profile_images/1040446992151769088/vZ1eY0IN_400x400.jpg
D3,Puget Sound,Loggers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Puget_Sound_Loggers.jpg
D3,Whitworth,Pirates,https://footballpedia.s3.amazonaws.com/logo/Division+3/Whitworth_Pirates.png
D3,Willamette,Bearcats,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/Willamette_Bearcats_logo.svg/400px-Willamette_Bearcats_logo.svg.png
D3,Baldwin-Wallace,Yellow Jackets,https://upload.wikimedia.org/wikipedia/en/3/3f/BWathleticsLOGO.gif
D3,Capital,Crusaders,https://footballpedia.s3.amazonaws.com/logo/Division+3/Capital_Crusaders.jpg
D3,Heidelberg,Student Princes,https://pbs.twimg.com/profile_images/378800000346824142/b39ccc141af8689de039b959cd7ed931_400x400.jpeg
D3,John Carroll,Blue Streaks,https://s3.amazonaws.com/footballpedia/logo/Division+3/John_Carroll_Blue_Streaks.png
D3,Marietta,Pioneers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Marietta_Pioneers.png
D3,Mount Union,Purple Raiders,https://footballpedia.s3.amazonaws.com/logo/Division+3/Mount_Union_Purple_Raiders.jpg
D3,Muskingum,Fighting Muskies,https://footballpedia.s3.amazonaws.com/logo/Division+3/Muskingum_Fighting_Muskies.jpg
D3,Ohio Northern,Polar Bears,https://footballpedia.s3.amazonaws.com/logo/Division+3/Ohio_Northern_Polar_Bears.png
D3,Otterbein,Cardinals,https://footballpedia.s3.amazonaws.com/logo/Division+3/Otterbein_Cardinals.png
D3,Wilmington (OH),Quakers,https://pbs.twimg.com/profile_images/905429767884865536/mM6lWxh__400x400.jpg
D3,Bridgewater (VA),Eagles,https://upload.wikimedia.org/wikipedia/en/thumb/e/e4/Eaglehd.jpg/200px-Eaglehd.jpg
D3,Emory & Henry,Wasps,https://pbs.twimg.com/profile_images/889868462964842496/KyN9ChM0_400x400.jpg
D3,Ferrum,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Ferrum_Panthers.jpg
D3,Guilford,Quakers,https://pbs.twimg.com/profile_images/393060206/2008-09_Guilford_College_Quakers_400x400.jpg
D3,Hampden-Sydney,Tigers,https://pbs.twimg.com/profile_images/1098593219456188417/2izb5jzG_400x400.jpg
D3,Randolph-Macon,Yellow Jackets,https://pbs.twimg.com/profile_images/952952159108255748/Zv_5bR_f_400x400.jpg
D3,Shenandoah,Hornets,https://footballpedia.s3.amazonaws.com/logo/Division+3/Shenandoah_Hornets.jpg
D3,Washington & Lee,Generals,https://upload.wikimedia.org/wikipedia/en/a/a8/W%26L_Generals.png
FCS,Austin Peay,Governors,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Austin_Peay_Athletics_logo.svg/400px-Austin_Peay_Athletics_logo.svg.png
FCS,Eastern Illinois,Panthers,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/Eastern_Illinois_Panthers_logo.svg/1024px-Eastern_Illinois_Panthers_logo.svg.png
FCS,Eastern Kentucky,Colonels,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Eastern_Kentucky_Colonels_logo.svg/1024px-Eastern_Kentucky_Colonels_logo.svg.png
FCS,Jacksonville State,Gamecocks,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Jacksonville_State_Gamecocks_logo.svg/1920px-Jacksonville_State_Gamecocks_logo.svg.png
FCS,Murray State,Racers,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Murray_State_Racers_logo.svg/1024px-Murray_State_Racers_logo.svg.png
FCS,Southeast Missouri State,Redhawks,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Southeast_Missouri_State_Redhawks_logo.svg/1280px-Southeast_Missouri_State_Redhawks_logo.svg.png
FCS,Tennessee State,Tigers,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Tennessee_State_Tigers_wordmark.svg/1024px-Tennessee_State_Tigers_wordmark.svg.png
FCS,Tennessee Tech,Golden Eagles,https://upload.wikimedia.org/wikipedia/en/thumb/f/f8/Tennessee_Tech_Golden_Eagles_logo.svg/1280px-Tennessee_Tech_Golden_Eagles_logo.svg.png
FCS,Tennessee-Martin,Skyhawks,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/UT_Martin_Skyhawks_logo.svg/1280px-UT_Martin_Skyhawks_logo.svg.png
D3,Bethany (WV),Bison,https://pbs.twimg.com/profile_images/793488352934854656/91Dwam1m_400x400.jpg
D3,Carnegie Mellon,Tartans,https://footballpedia.s3.amazonaws.com/logo/Division+3/Carnegie_Mellon_Tartans.jpg
D3,CWRU,Spartans,https://pbs.twimg.com/profile_images/463765672707641344/UwUwAk3a_400x400.jpeg
D3,Geneva,Golden Tornadoes,https://footballpedia.s3.amazonaws.com/logo/Division+3/Geneva_Golden_Tornadoes.jpg
D3,Grove City,Wolverines,https://pbs.twimg.com/profile_images/757961005167149056/Qk6KE7Xy_400x400.jpg
D3,Saint Vincent's (PA),Bearcats,https://pbs.twimg.com/profile_images/590261183405551616/Am2bCiPL_400x400.jpg
D3,Thiel,Tomcats,https://footballpedia.s3.amazonaws.com/logo/Division+3/Thiel_Tomcats.png
D3,Washington and Jefferson,Presidents,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/W%26J_Athletics_wordmark.svg/1024px-W%26J_Athletics_wordmark.svg.png
D3,Waynesburg,Yellow Jackets,https://pbs.twimg.com/profile_images/339969310/W_color_logo_400x400.jpg
D3,Westminster (PA),Titans,https://pbs.twimg.com/profile_images/1019023940243640321/tTkd9cwN_400x400.jpg
FBS,Arizona,Wildcats,https://s3.amazonaws.com/footballpedia/logo/Division+1/Arizona_Wildcats.png
FBS,Arizona State,Sun Devils,https://footballpedia.s3.amazonaws.com/logo/Division+1/Arizona_State_Sun_Devils.png
FBS,California,Golden Bears,https://footballpedia.s3.amazonaws.com/logo/Division+1/California_Golden_Bears.png
FBS,Colorado,Buffaloes,https://footballpedia.s3.amazonaws.com/logo/Division+1/Colorado_Buffaloes.png
FBS,Oregon,Ducks,https://footballpedia.s3.amazonaws.com/logo/Division+1/Oregon_Ducks.png
FBS,Oregon State,Beavers,https://upload.wikimedia.org/wikipedia/en/thumb/1/1b/Oregon_State_Beavers_logo.svg/1920px-Oregon_State_Beavers_logo.svg.png
FBS,Stanford,Cardinal,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Stanford_Cardinal_logo.svg/800px-Stanford_Cardinal_logo.svg.png
FBS,UCLA,Bruins,https://footballpedia.s3.amazonaws.com/logo/Division+1/UCLA_Bruins.png
FBS,USC,Trojans,https://s3.amazonaws.com/footballpedia/logo/Division+1/USC_Trojans.png
FBS,Utah,Utes,https://footballpedia.s3.amazonaws.com/logo/Division+1/Utah_Utes.png
FBS,Washington,Huskies,https://footballpedia.s3.amazonaws.com/logo/Division+1/Washington_Huskies.png
FBS,Washington State,Cougars,https://footballpedia.s3.amazonaws.com/logo/Division+1/Washington_State_Cougars.png
FCS,Bucknell,Bison,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Bucknell_Bison_logo.svg/1024px-Bucknell_Bison_logo.svg.png
FCS,Colgate,Raiders,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Colgate_Raiders_logo.svg/800px-Colgate_Raiders_logo.svg.png
FCS,Fordham,Rams,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Fordham_Rams_logo.svg/1024px-Fordham_Rams_logo.svg.png
FCS,Georgetown,Hoyas,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Georgetown_Hoyas_logo.svg/1024px-Georgetown_Hoyas_logo.svg.png
FCS,Holy Cross,Crusaders,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Holy_Cross_Athletics_logo.svg/1024px-Holy_Cross_Athletics_logo.svg.png
FCS,Lafayette,Leopards,https://upload.wikimedia.org/wikipedia/en/thumb/8/8f/Lafayette_Leopards_logo.svg/1920px-Lafayette_Leopards_logo.svg.png
FCS,Lehigh,Mountain Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/6/65/LehighMountainHawks.svg/1024px-LehighMountainHawks.svg.png
FCS,Butler,Bulldogs,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Butler_Bulldogs_logo.svg/1024px-Butler_Bulldogs_logo.svg.png
FCS,Davidson,Wildcats,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Davdson_Wildcats_wordmark.svg/1024px-Davdson_Wildcats_wordmark.svg.png
FCS,Dayton,Flyers,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Dayton_Flyers_logo.svg/1024px-Dayton_Flyers_logo.svg.png
FCS,Drake,Bulldogs,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Drake_Bulldogs_%22D%22_logo.svg/1024px-Drake_Bulldogs_%22D%22_logo.svg.png
FCS,Jacksonville,Dolphins,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Jacksonville_Dolphins_logo_2018.svg/1920px-Jacksonville_Dolphins_logo_2018.svg.png
FCS,Marist,Red Foxes,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Marist_%22M%22_logo.png/1024px-Marist_%22M%22_logo.png
FCS,Morehead State,Eagles,https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Morehead_State_Eagles_logo.svg/1024px-Morehead_State_Eagles_logo.svg.png
FCS,San Diego,Toreros,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/San_Diego_Toreros_logo.svg/1024px-San_Diego_Toreros_logo.svg.png
FCS,Stetson,Hatters,https://upload.wikimedia.org/wikipedia/en/1/17/Stetson_Hatters_logo_%282018%29.png
FCS,Valparaiso,Crusaders,https://upload.wikimedia.org/wikipedia/en/thumb/a/ac/Valparaiso_Crusaders_logo.svg/1024px-Valparaiso_Crusaders_logo.svg.png
D2,Bloomsburg,Huskies,https://pbs.twimg.com/profile_images/826053949010632704/BT12S2AZ_400x400.jpg
D2,California (PA),Vulcans,https://pbs.twimg.com/profile_images/1028284816431702016/V83eWp3N_400x400.jpg
D2,Clarion,Golden Eagles,https://footballpedia.s3.amazonaws.com/logo/Division+2/Clarion_Golden_Eagles.png
D2,East Stroudsburg State,Warriors,https://pbs.twimg.com/profile_images/826151647776751616/XEPJfBoh_400x400.jpg
D2,Edinboro,Fighting Scots,https://pbs.twimg.com/profile_images/1149374949427175426/e_cfx6rp_400x400.jpg
D2,Gannon,Golden Knights,https://pbs.twimg.com/profile_images/1136308299098279936/LiTYPSCR_400x400.png
D2,Indiana (PA),Crimson Hawks,https://upload.wikimedia.org/wikipedia/en/thumb/d/d7/IUPcrimson-hawk.png/300px-IUPcrimson-hawk.png
D2,Kutztown,Golden Bears,https://footballpedia.s3.amazonaws.com/logo/Division+2/Kutztown_Golden_Bears.png
D2,Lock Haven,Bald Eagles,https://footballpedia.s3.amazonaws.com/logo/Division+2/Lock_Haven_Bald_Eagles.png
D2,Mercyhurst,Lakers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Mercyhurst_Lakers.png
D2,Millersville,Marauders,https://footballpedia.s3.amazonaws.com/logo/Division+2/Millersville_Marauders.jpg
D2,Seton Hill,Griffins,https://footballpedia.s3.amazonaws.com/logo/Division+2/Seton_Hill_Griffins.png
D2,Shippensburg,Red Raiders,https://shipraiders.com/images/logos/site.png
D2,Slippery Rock,The Rock,https://pbs.twimg.com/profile_images/971869657648058370/T5iGb3Au_400x400.jpg
D2,West Chester,Golden Rams,https://footballpedia.s3.amazonaws.com/logo/Division+2/West_Chester_Golden_Rams.png
D2,Adams State,Grizzlies,https://footballpedia.s3.amazonaws.com/logo/Division+2/Adams_State_Grizzlies.png
D2,Black Hills State,Yellow Jackets,https://pbs.twimg.com/profile_images/1121157267758428163/Ufjkrqx3_400x400.jpg
D2,Chadron State,Eagles,https://pbs.twimg.com/profile_images/1121157267758428163/Ufjkrqx3_400x400.jpg
D2,Colorado Mesa,Mavericks,https://footballpedia.s3.amazonaws.com/logo/Division+2/Colorado_Mesa_Mavericks.png
D2,Colorado Mines,Orediggers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Colorado_Mines_Orediggers.png
D2,Colorado State-Pueblo,ThunderWolves,https://pbs.twimg.com/profile_images/1027772455765532674/9sSSVqTH_400x400.jpg
D2,Dixie State,Trailblazers,https://footballpedia.s3.amazonaws.com/logo/Division+2/Dixie_State_Trailblazers.png
D2,Fort Lewis,Skyhawks,https://pbs.twimg.com/profile_images/2464347469/sh_icon_c_for_social_media_400x400.jpg
D2,New Mexico Highlands,Cowboys,https://footballpedia.s3.amazonaws.com/logo/Division+2/New_Mexico_Highlands_Cowboys.png
D2,South Dakota Mines,Hardrockers,https://upload.wikimedia.org/wikipedia/en/thumb/d/d9/South_Dakota_Mines_Hardrockers_logo.svg/200px-South_Dakota_Mines_Hardrockers_logo.svg.png
D3,Austin College,Kangaroos,https://pbs.twimg.com/profile_images/901574671736430592/91CN8FxU_400x400.jpg
D3,Berry,Vikings,https://footballpedia.s3.amazonaws.com/logo/Division+3/Berry_Vikings.jpg
D3,Birmingham-Southern,Panthers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Birmingham-Southern_Panthers.png
D3,Centre,Colonels,https://footballpedia.s3.amazonaws.com/logo/Division+3/Centre_Colonels.png
D3,Hendrix,Warriors,https://footballpedia.s3.amazonaws.com/logo/Division+3/Hendrix_Warriors.png
D3,Millsaps,Majors,https://footballpedia.s3.amazonaws.com/logo/Division+3/Millsaps_Majors.png
D3,Rhodes,Lynx,https://footballpedia.s3.amazonaws.com/logo/Division+3/Rhodes_Lynx.png
D3,Sewanee,Tigers,https://footballpedia.s3.amazonaws.com/logo/Division+3/Sewanee_Tigers.png
D3,Trinity (TX),Tigers,https://s3.amazonaws.com/footballpedia/logo/Division+3/Trinity_Tigers.png
D2,Carson-Newman,Eagles,https://bloximages.chicago2.vip.townnews.com/newportplaintalk.com/content/tncms/assets/v3/editorial/5/cd/5cd0cc4a-2f72-5cb1-8edb-b1255b607e08/5ab0cd9749d27.image.png?resize=400%2C267
D2,Catawba,Indians,https://footballpedia.s3.amazonaws.com/logo/Division+2/Catawba_Indians.jpg
D2,Lenoir-Rhyne,Bears,https://pbs.twimg.com/profile_images/1005529660107755521/rV4SBMHU_400x400.jpg
D2,Limestone,Saints,https://footballpedia.s3.amazonaws.com/logo/Division+2/Limestone_Saints.png
D2,Mars Hill,Lions,https://pbs.twimg.com/profile_images/1103318703821721600/89OMWfkC_400x400.jpg
D2,Newberry,Wolves,https://footballpedia.s3.amazonaws.com/logo/Division+2/Newberry_Wolves.png
D2,Tusculum,Pioneers,https://pbs.twimg.com/profile_images/1001840110755819520/HS9FVNsK_400x400.jpg
D2,Wingate,Bulldogs,https://footballpedia.s3.amazonaws.com/logo/Division+2/Wingate_Bulldogs.png
D3,California Lutheran,Kingsmen,https://pbs.twimg.com/profile_images/898306307391868928/7W5FwBzn_400x400.jpg
D3,Chapman,Panthers,https://www.pngfind.com/pngs/m/324-3241605_chapman-panthers-logo-2-by-angie-chapman-university.png
